sentence_id,sentence,topic,sentiment,span_in_sentence,span,indices
183,A little expensive for a straightener  that is somewhat comparable to bad products.,Value for money,negative,True,expensive,"(9, 18)"
183,A little expensive for a straightener  that is somewhat comparable to bad products.,Price,negative,True,expensive,"(9, 18)"
184,A little expensive for a television  that is somewhat comparable to bad products.,Value for money,negative,True,expensive,"(9, 18)"
184,A little expensive for a television  that is somewhat comparable to bad products.,Price,negative,True,expensive,"(9, 18)"
185,A little expensive for a tumble dryer that is somewhat comparable to bad products.,Value for money,negative,True,expensive,"(9, 18)"
185,A little expensive for a tumble dryer that is somewhat comparable to bad products.,Price,negative,True,expensive,"(9, 18)"
186,A little expensive for a turkish coffee maker that is somewhat comparable to bad products.,Value for money,negative,True,expensive,"(9, 18)"
186,A little expensive for a turkish coffee maker that is somewhat comparable to bad products.,Price,negative,True,expensive,"(9, 18)"
187,A little expensive for a vacuum  that is somewhat comparable to bad products.,Value for money,negative,True,expensive,"(9, 18)"
187,A little expensive for a vacuum  that is somewhat comparable to bad products.,Price,negative,True,expensive,"(9, 18)"
188,A little expensive though.,Price,negative,True,expensive,"(9, 18)"
189,A little noisier than our old condenser dryer but not major.,Comparison,negative,True,A little noisier than our old condenser dryer,"(0, 45)"
189,A little noisier than our old condenser dryer but not major.,Noise,negative,True,noisier than our old condenser dryer,"(9, 45)"
190,a little noisy but not too bad really,Noise,"positive, negative",True,a little noisy,"(0, 14)"
191,A little overpriced yet worth it if you listen to music a lot.,Value for money,"negative, positive",True,worth it,"(24, 32)"
191,A little overpriced yet worth it if you listen to music a lot.,Price,"negative, positive",True,overpriced,"(9, 19)"
192,A little pricey.,Price,negative,True,A little pricey,"(0, 15)"
193,A little uncomfortable but over great,Value,"negative, positive",True,over great,"(27, 37)"
193,A little uncomfortable but over great,Side effect/Comfort,"negative, positive",True,A little uncomfortable,"(0, 22)"
194,"A longer than 1 year parts and labour guarantee would be better, I know parts are covered for 10 years but the cost of an engineer call out and labour would probably make it not worth repairing if it did break.",Warranty duration,negative,True,longer than 1 year parts and labour guarantee,"(2, 47)"
195,A lot of accessories but a special attachment for hard floors is missing.,Missing items,"positive, negative",True,a special attachment for hard floors is missing,"(25, 72)"
195,A lot of accessories but a special attachment for hard floors is missing.,Accessories,"positive, negative",True,A lot of accessories,"(0, 20)"
196,A lot of good accessories.,Accessories,positive,True,good accessories,"(9, 25)"
197,a lot of power,Power,positive,True,a lot of power,"(0, 14)"
198,A lot quiet than my previous machine.,Comparison,positive,True,A lot quiet than my previous machine,"(0, 36)"
198,A lot quiet than my previous machine.,Noise,positive,True,quiet than my previous machine,"(6, 36)"
199,A lot quieter than my last Bosch.,Comparison,positive,True,quieter than my last Bosch,"(6, 32)"
199,A lot quieter than my last Bosch.,Noise,positive,True,quieter than my last Bosch,"(6, 32)"
200,A lot quieter than my old machine.,Comparison,positive,True,quieter than my old machine,"(6, 33)"
200,A lot quieter than my old machine.,Noise,positive,True,quieter than my old machine,"(6, 33)"
201,A lovely coffee maker !,Value,positive,True,lovely coffee maker,"(2, 21)"
202,A lovely hair dryer  !,Value,positive,True,lovely hair dryer,"(2, 19)"
203,A lovely iron  !,Value,positive,True,A lovely iron,"(0, 13)"
204,A lovely microwave  !,Value,positive,True,lovely microwave,"(2, 18)"
205,A lovely refrigerator !,Value,positive,True,A lovely refrigerator,"(0, 21)"
206,A lovely robot !,Value,positive,True,A lovely robot,"(0, 14)"
207,A lovely washing machine  !,Value,positive,True,lovely washing machine,"(2, 24)"
208,"A machine that had already been used several times was sent, even bringing the dirt from the previous owner with it.",Second hand feeling,negative,True,already been used several times,"(19, 50)"
210,A movable adapter/hose would complement the accessories in a useful way.,Accessories,negative,True,complement the accessories,"(29, 55)"
211,a must buy.,Value,positive,True,a must buy,"(0, 10)"
212,A must have.,Value,positive,True,A must have.,"(0, 12)"
213,A must have*,Value,positive,True,A must have,"(0, 11)"
214,A nice feature is the child lock,Features,positive,True,child lock,"(22, 32)"
215,a nice option is compatibility with the dryer,Compatibility,positive,True,compatibility with the dryer,"(17, 45)"
216,A no-fuss fridge freezer but good capacity and frost free feature.,Features,"positive, positive, positive",True,frost free feature,"(47, 65)"
216,A no-fuss fridge freezer but good capacity and frost free feature.,Capacity,"positive, positive, positive",True,good capacity,"(29, 42)"
216,A no-fuss fridge freezer but good capacity and frost free feature.,Failures,"positive, positive, positive",True,no-fuss,"(2, 9)"
217,A perfect shade,Color,positive,True,A perfect shade,"(0, 15)"
218,A perfect vacuum cleaner - not cheap but inexpensive.,Value,"positive, negative, positive",True,A perfect vacuum cleaner,"(0, 24)"
218,A perfect vacuum cleaner - not cheap but inexpensive.,Price,"positive, negative, positive",True,not cheap,"(27, 36)"
219,"A piece completely broke, but spare parts are way too expensive",Physical damages,"negative, negative",True,A piece completely broke,"(0, 24)"
219,"A piece completely broke, but spare parts are way too expensive",Spare parts cost,"negative, negative",True,spare parts are way too expensive,"(30, 63)"
220,A portable and useful brand.,Brand,positive,True,A portable and useful brand,"(0, 27)"
220,A portable and useful brand.,Portability,positive,True,A portable and useful brand,"(0, 27)"
221,"A positive thing, it comes with mop spares and suction propellers.",Spare parts availability,positive,True,comes with mop spares,"(21, 42)"
222,A powerful and efficient cleaner.,Power,positive,True,powerful,"(2, 10)"
222,A powerful and efficient cleaner.,Performances,positive,True,efficient,"(15, 24)"
223,A powerful motor and long running too.,Body,positive,True,A powerful motor and long running too.,"(0, 38)"
224,"A praise to the severin service center contacted to extend the warranty from 2 to 3 years free, very kind to answer.",Warranty extension,positive,True,extend the warranty from 2 to 3 years free,"(52, 94)"
225,A product like this needs a light to indicate it is charging.,Notifications,negative,True,a light to indicate it is charging,"(26, 60)"
226,A promotional campaign gave us the opportunity to buy this device,Campaigns,positive,True,promotional campaign,"(2, 22)"
227,A promotional promise that has nothing to do with reality.,Advertisement,negative,True,promotional promise,"(2, 21)"
228,"A really good fridge freezer with a handy water dispenser that doesn't need any plumbing, with a fast and efficient delivery service there's nothing to complain about.",Container,"positive, positive, positive, positive, positive",True,fridge freezer,"(14, 28)"
228,"A really good fridge freezer with a handy water dispenser that doesn't need any plumbing, with a fast and efficient delivery service there's nothing to complain about.",Suitability,"positive, positive, positive, positive, positive",True,handy water dispenser that doesn't need any plumbing,"(36, 88)"
228,"A really good fridge freezer with a handy water dispenser that doesn't need any plumbing, with a fast and efficient delivery service there's nothing to complain about.",Value,"positive, positive, positive, positive, positive",True,really good,"(2, 13)"
228,"A really good fridge freezer with a handy water dispenser that doesn't need any plumbing, with a fast and efficient delivery service there's nothing to complain about.",Delivery time,"positive, positive, positive, positive, positive",True,fast and efficient delivery service,"(97, 132)"
229,A red light to say you are brushing too hard.,Notifications,positive,True,A red light to say you are brushing too hard,"(0, 44)"
230,"A refrigerator freezer   with real floor care benefits is hard to find, but this one nails it.",Value,negative,True,nails it,"(85, 93)"
231,A refrigerator is sufficient for families of 2 people,Suitability,positive,True,sufficient for families of 2 people,"(18, 53)"
232,A replacement device that was delivered immediately was pleasantly good again,Replacement process,"positive, positive",True,replacement device that was delivered immediately,"(2, 51)"
232,A replacement device that was delivered immediately was pleasantly good again,Value,"positive, positive",True,pleasantly good,"(56, 71)"
233,A rip off.,Value,positive,True,A rip off,"(0, 9)"
234,"A robot   with real floor care benefits is hard to find, but this one nails it.",Value,negative,True,nails it,"(70, 78)"
235,"A robot  with real floor care benefits is hard to find, but this one nails it.",Value,negative,True,nails it,"(69, 77)"
236,"A robot cleaner  with real floor care benefits is hard to find, but this one nails it.",Value,negative,True,nails it,"(77, 85)"
237,"A robot soundbar  with real floor care benefits is hard to find, but this one nails it.",Value,negative,True,nails it,"(78, 86)"
238,"A robot toaster  with real floor care benefits is hard to find, but this one nails it.",Value,negative,True,nails it,"(77, 85)"
239,"A roomy, quiet washing machine that washes well.",Capacity,"positive, positive, positive",True,roomy,"(2, 7)"
239,"A roomy, quiet washing machine that washes well.",Noise,"positive, positive, positive",True,quiet,"(9, 14)"
239,"A roomy, quiet washing machine that washes well.",Clean,"positive, positive, positive",True,washes well,"(36, 47)"
240,A sensational folding tube thanks to which you can drive into low gaps without having to bend down.,Body,positive,True,folding tube,"(14, 26)"
